SystemCodeNumber,Capacity,Occupancy,LastUpdated,OccupancyRate,PercentOccupied,Date,Time,DayOfWeek,DayOfWeekName,Date_Time_HalfHour,Time_HalfHour
BHMBCCMKT01,577,395,2023-10-08 14:03:38,0.6845753899480069,0.6845753899480069,2023-10-08,14:03:38,6,Sun,2023-10-08 14:00:00,14:00:00
BHMBCCMKT01,577,400,2023-10-08 14:30:35,0.6932409012131716,0.6932409012131716,2023-10-08,14:30:35,6,Sun,2023-10-08 14:30:00,14:30:00
BHMBCCMKT01,577,395,2023-10-08 14:57:41,0.6845753899480069,0.6845753899480069,2023-10-08,14:57:41,6,Sun,2023-10-08 15:00:00,15:00:00
BHMBCCMKT01,577,406,2023-10-08 15:30:39,0.7036395147313691,0.7036395147313691,2023-10-08,15:30:39,6,Sun,2023-10-08 15:30:00,15:30:00
BHMBCCMKT01,577,381,2023-10-08 16:04:39,0.6603119584055459,0.6603119584055459,2023-10-08,16:04:39,6,Sun,2023-10-08 16:00:00,16:00:00
BHMBCCMKT01,577,365,2023-10-08 16:30:42,0.6325823223570191,0.6325823223570191,2023-10-08,16:30:42,6,Sun,2023-10-08 16:30:00,16:30:00
BHMBCCMKT01,577,42,2023-10-09 08:04:40,0.072790294627383,0.072790294627383,2023-10-09,08:04:40,0,Mon,2023-10-09 08:00:00,08:00:00
BHMBCCMKT01,577,42,2023-10-09 08:30:45,0.072790294627383,0.072790294627383,2023-10-09,08:30:45,0,Mon,2023-10-09 08:30:00,08:30:00
BHMBCCMKT01,577,43,2023-10-09 09:04:46,0.0745233968804159,0.0745233968804159,2023-10-09,09:04:46,0,Mon,2023-10-09 09:00:00,09:00:00
BHMBCCMKT01,577,43,2023-10-09 09:30:45,0.0745233968804159,0.0745233968804159,2023-10-09,09:30:45,0,Mon,2023-10-09 09:30:00,09:30:00
BHMBCCMKT01,577,50,2023-10-09 09:57:41,0.0866551126516464,0.0866551126516464,2023-10-09,09:57:41,0,Mon,2023-10-09 10:00:00,10:00:00
BHMBCCMKT01,577,64,2023-10-09 10:30:43,0.1109185441941074,0.1109185441941074,2023-10-09,10:30:43,0,Mon,2023-10-09 10:30:00,10:30:00
BHMBCCMKT01,577,100,2023-10-09 11:04:44,0.1733102253032929,0.1733102253032929,2023-10-09,11:04:44,0,Mon,2023-10-09 11:00:00,11:00:00
BHMBCCMKT01,577,126,2023-10-09 11:30:41,0.218370883882149,0.218370883882149,2023-10-09,11:30:41,0,Mon,2023-10-09 11:30:00,11:30:00
BHMBCCMKT01,577,148,2023-10-09 11:57:46,0.2564991334488735,0.2564991334488735,2023-10-09,11:57:46,0,Mon,2023-10-09 12:00:00,12:00:00
BHMBCCMKT01,577,170,2023-10-09 12:30:41,0.2946273830155979,0.2946273830155979,2023-10-09,12:30:41,0,Mon,2023-10-09 12:30:00,12:30:00
